"","experiment","trial","trialType","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","correct_item","novelWord","pickCat","correct_target1","correct_target2","workerid","correct_target3","pickTest"
"1042","distribution",5,"statistical","Bear","training","6","c(6, 0, 0)","mammals","furniture","clothes","cat","shoes","drawer","cat","cat","item_l",1,NA,NA,0,0,"8191431416025be2ea96dbfaf25cabf7",0,""
"1043","distribution",5,"statistical","Bear","test","choice","c(6, 0, 0)","mammals","furniture","clothes","N1_clothes","N1_furniture","N3_mammals",NA,"N1_clothes","item_l",NA,"glipsa","mammals",0,0,"8191431416025be2ea96dbfaf25cabf7",1,"clothes"
"1044","distribution",6,"statistical","Mouse","training","1","c(2, 2, 2)","furniture","clothes","containers","shoes","sofa","melon","sofa","sofa","item_m",1,NA,NA,0,0,"8191431416025be2ea96dbfaf25cabf7",0,"a"
"1045","distribution",6,"statistical","Mouse","training","2","c(2, 2, 2)","furniture","clothes","containers","grapes","drawer","socks","socks","socks","item_r",1,NA,NA,0,0,"8191431416025be2ea96dbfaf25cabf7",0,"ks"
"1046","distribution",6,"statistical","Mouse","training","3","c(2, 2, 2)","furniture","clothes","containers","bed","dress","apple","apple","apple","item_r",1,NA,NA,0,0,"8191431416025be2ea96dbfaf25cabf7",0,"le"
"1047","distribution",6,"statistical","Mouse","training","4","c(2, 2, 2)","furniture","clothes","containers","closet","banana","shirt","shirt","shirt","item_r",1,NA,NA,0,0,"8191431416025be2ea96dbfaf25cabf7",0,"rt"
"1048","distribution",6,"statistical","Mouse","training","5","c(2, 2, 2)","furniture","clothes","containers","jacket","table","orange","orange","orange","item_r",1,NA,NA,0,0,"8191431416025be2ea96dbfaf25cabf7",0,"nge"
"1049","distribution",6,"statistical","Mouse","training","6","c(2, 2, 2)","furniture","clothes","containers","pants","chair","strawberry","chair","chair","item_m",1,NA,NA,0,0,"8191431416025be2ea96dbfaf25cabf7",0,"ir"
"1050","distribution",6,"statistical","Mouse","test","choice","c(2, 2, 2)","furniture","clothes","containers","N1_containers","N3_clothes","N3_furniture",NA,"N1_containers","item_l",NA,"zoyar","furniture",0,0,"8191431416025be2ea96dbfaf25cabf7",1,"containers"
"1051","distribution",1,"statistical","Bunny","training","1","c(6, 0, 0)","clothes","vehicles","furniture","shirt","bus","sofa","shirt","shirt","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"rt"
"1052","distribution",1,"statistical","Bunny","training","2","c(6, 0, 0)","clothes","vehicles","furniture","dress","drawer","truck","dress","dress","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ss"
"1053","distribution",1,"statistical","Bunny","training","3","c(6, 0, 0)","clothes","vehicles","furniture","airplane","shoes","bed","shoes","shoes","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"es"
"1054","distribution",1,"statistical","Bunny","training","4","c(6, 0, 0)","clothes","vehicles","furniture","jacket","closet","car","jacket","jacket","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ket"
"1055","distribution",1,"statistical","Bunny","training","5","c(6, 0, 0)","clothes","vehicles","furniture","socks","boat","chair","socks","socks","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ks"
"1056","distribution",1,"statistical","Bunny","training","6","c(6, 0, 0)","clothes","vehicles","furniture","train","pants","lamp","pants","pants","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ts"
"1057","distribution",1,"statistical","Bunny","test","choice","c(6, 0, 0)","clothes","vehicles","furniture","N1_clothes","N1_furniture","N1_vehicles",NA,"N1_clothes","item_l",NA,"zoyar","vehicles",1,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"clothes"
"1058","distribution",2,"statistical","Monkey","training","1","c(2, 2, 2)","vehicles","furniture","mammals","closet","dog","airplane","dog","dog","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1059","distribution",2,"statistical","Monkey","training","2","c(2, 2, 2)","vehicles","furniture","mammals","chair","bear","truck","chair","bear","item_m",0,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"r"
"1060","distribution",2,"statistical","Monkey","training","3","c(2, 2, 2)","vehicles","furniture","mammals","boat","cat","sofa","cat","cat","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1061","distribution",2,"statistical","Monkey","training","4","c(2, 2, 2)","vehicles","furniture","mammals","bus","table","cow","bus","bus","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1062","distribution",2,"statistical","Monkey","training","5","c(2, 2, 2)","vehicles","furniture","mammals","train","lamp","horse","lamp","lamp","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"p"
"1063","distribution",2,"statistical","Monkey","training","6","c(2, 2, 2)","vehicles","furniture","mammals","drawer","car","monkey","car","car","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1064","distribution",2,"statistical","Monkey","test","choice","c(2, 2, 2)","vehicles","furniture","mammals","N3_furniture","N2_vehicles","N1_mammals",NA,"N2_vehicles","item_m",NA,"urbe","vehicles",1,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"vehicles"
"1065","distribution",3,"statistical","Mouse","training","1","c(4, 2, 0)","furniture","mammals","containers","sofa","dog","plate","dog","dog","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1066","distribution",3,"statistical","Mouse","training","2","c(4, 2, 0)","furniture","mammals","containers","bed","bottle","monkey","monkey","monkey","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"key"
"1067","distribution",3,"statistical","Mouse","training","3","c(4, 2, 0)","furniture","mammals","containers","bear","box","drawer","drawer","drawer","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"wer"
"1068","distribution",3,"statistical","Mouse","training","4","c(4, 2, 0)","furniture","mammals","containers","chair","bowl","horse","chair","chair","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ir"
"1069","distribution",3,"statistical","Mouse","training","5","c(4, 2, 0)","furniture","mammals","containers","cow","glass","table","table","table","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"le"
"1070","distribution",3,"statistical","Mouse","training","6","c(4, 2, 0)","furniture","mammals","containers","lamp","cup","cat","lamp","lamp","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"p"
"1071","distribution",3,"statistical","Mouse","test","choice","c(4, 2, 0)","furniture","mammals","containers","N2_mammals","N2_furniture","N2_containers",NA,"N2_furniture","item_m",NA,"subi","furniture",1,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"furniture"
"1072","distribution",4,"statistical","Frog","training","1","c(2, 2, 2)","mammals","containers","fruits","melon","dog","plate","dog","dog","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1073","distribution",4,"statistical","Frog","training","2","c(2, 2, 2)","mammals","containers","fruits","banana","cow","bowl","banana","banana","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ana"
"1074","distribution",4,"statistical","Frog","training","3","c(2, 2, 2)","mammals","containers","fruits","monkey","grapes","box","grapes","grapes","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"pes"
"1075","distribution",4,"statistical","Frog","training","4","c(2, 2, 2)","mammals","containers","fruits","orange","cup","bear","cup","cup","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1076","distribution",4,"statistical","Frog","training","5","c(2, 2, 2)","mammals","containers","fruits","apple","cat","bottle","cat","cat","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1077","distribution",4,"statistical","Frog","training","6","c(2, 2, 2)","mammals","containers","fruits","horse","strawberry","glass","glass","glass","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ss"
"1078","distribution",4,"statistical","Frog","test","choice","c(2, 2, 2)","mammals","containers","fruits","N3_mammals","N1_containers","N2_fruits",NA,"N3_mammals","item_l",NA,"toma","fruits",1,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"mammals"
"1079","distribution",5,"statistical","Tiger","training","1","c(4, 2, 0)","containers","fruits","clothes","jacket","apple","glass","glass","glass","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ss"
"1080","distribution",5,"statistical","Tiger","training","2","c(4, 2, 0)","containers","fruits","clothes","plate","pants","grapes","grapes","grapes","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"pes"
"1081","distribution",5,"statistical","Tiger","training","3","c(4, 2, 0)","containers","fruits","clothes","bottle","shoes","banana","bottle","bottle","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"tle"
"1082","distribution",5,"statistical","Tiger","training","4","c(4, 2, 0)","containers","fruits","clothes","bowl","orange","shirt","bowl","bowl","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"l"
"1083","distribution",5,"statistical","Tiger","training","5","c(4, 2, 0)","containers","fruits","clothes","melon","socks","cup","melon","melon","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"on"
"1084","distribution",5,"statistical","Tiger","training","6","c(4, 2, 0)","containers","fruits","clothes","strawberry","dress","box","box","box","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,""
"1085","distribution",5,"statistical","Tiger","test","choice","c(4, 2, 0)","containers","fruits","clothes","N3_fruits","N3_containers","N3_clothes",NA,"N3_clothes","item_r",NA,"modi","fruits",0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",1,"clothes"
"1086","distribution",6,"statistical","Dog","training","1","c(6, 0, 0)","fruits","clothes","vehicles","drawer","apple","shirt","apple","apple","item_m",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"le"
"1087","distribution",6,"statistical","Dog","training","2","c(6, 0, 0)","fruits","clothes","vehicles","chair","pants","banana","banana","banana","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"ana"
"1088","distribution",6,"statistical","Dog","training","3","c(6, 0, 0)","fruits","clothes","vehicles","melon","dress","lamp","melon","melon","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"on"
"1089","distribution",6,"statistical","Dog","training","4","c(6, 0, 0)","fruits","clothes","vehicles","strawberry","sofa","socks","strawberry","strawberry","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"awberry"
"1090","distribution",6,"statistical","Dog","training","5","c(6, 0, 0)","fruits","clothes","vehicles","orange","closet","jacket","orange","orange","item_l",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"nge"
"1091","distribution",6,"statistical","Dog","training","6","c(6, 0, 0)","fruits","clothes","vehicles","bed","shoes","grapes","grapes","grapes","item_r",1,NA,NA,0,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"pes"
"1092","distribution",6,"statistical","Dog","test","choice","c(6, 0, 0)","fruits","clothes","vehicles","N2_clothes","N1_fruits","N3_vehicles",NA,"N1_fruits","item_m",NA,"wiso","fruits",1,0,"eaa4cff21bd069d7c6c215fa86e5fbcb",0,"fruits"
"1093","distribution",1,"statistical","Mouse","training","1","c(2, 2, 2)","vehicles","fruits","mammals","apple","train","dog","apple","apple","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"le"
"1094","distribution",1,"statistical","Mouse","training","2","c(2, 2, 2)","vehicles","fruits","mammals","cow","truck","orange","cow","cow","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1095","distribution",1,"statistical","Mouse","training","3","c(2, 2, 2)","vehicles","fruits","mammals","boat","strawberry","bear","strawberry","strawberry","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"awberry"
"1096","distribution",1,"statistical","Mouse","training","4","c(2, 2, 2)","vehicles","fruits","mammals","banana","car","monkey","car","car","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1097","distribution",1,"statistical","Mouse","training","5","c(2, 2, 2)","vehicles","fruits","mammals","bus","cat","melon","bus","bus","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1098","distribution",1,"statistical","Mouse","training","6","c(2, 2, 2)","vehicles","fruits","mammals","grapes","airplane","horse","horse","horse","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"se"
"1099","distribution",1,"statistical","Mouse","test","choice","c(2, 2, 2)","vehicles","fruits","mammals","N2_mammals","N2_fruits","N3_vehicles",NA,"N2_mammals","item_l",NA,"subi","vehicles",0,0,"9624d3d9d2b51a8763c638085eb75294",1,"mammals"
"1100","distribution",2,"statistical","Elephant","training","1","c(2, 2, 2)","fruits","mammals","furniture","lamp","dog","strawberry","dog","dog","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1101","distribution",2,"statistical","Elephant","training","2","c(2, 2, 2)","fruits","mammals","furniture","banana","cat","drawer","drawer","drawer","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"wer"
"1102","distribution",2,"statistical","Elephant","training","3","c(2, 2, 2)","fruits","mammals","furniture","orange","closet","horse","horse","horse","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"se"
"1103","distribution",2,"statistical","Elephant","training","4","c(2, 2, 2)","fruits","mammals","furniture","monkey","chair","melon","melon","melon","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"on"
"1104","distribution",2,"statistical","Elephant","training","5","c(2, 2, 2)","fruits","mammals","furniture","cow","apple","bed","apple","apple","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"le"
"1105","distribution",2,"statistical","Elephant","training","6","c(2, 2, 2)","fruits","mammals","furniture","bear","sofa","grapes","sofa","sofa","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"a"
"1106","distribution",2,"statistical","Elephant","test","choice","c(2, 2, 2)","fruits","mammals","furniture","N1_mammals","N3_furniture","N3_fruits",NA,"N3_fruits","item_r",NA,"toma","mammals",1,0,"9624d3d9d2b51a8763c638085eb75294",0,"fruits"
"1107","distribution",3,"statistical","Beaver","training","1","c(6, 0, 0)","mammals","furniture","containers","lamp","bear","cup","bear","bear","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"r"
"1108","distribution",3,"statistical","Beaver","training","2","c(6, 0, 0)","mammals","furniture","containers","sofa","box","cow","cow","cow","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1109","distribution",3,"statistical","Beaver","training","3","c(6, 0, 0)","mammals","furniture","containers","drawer","dog","plate","dog","dog","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1110","distribution",3,"statistical","Beaver","training","4","c(6, 0, 0)","mammals","furniture","containers","chair","glass","cat","cat","cat","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1111","distribution",3,"statistical","Beaver","training","5","c(6, 0, 0)","mammals","furniture","containers","monkey","table","bottle","monkey","monkey","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"key"
"1112","distribution",3,"statistical","Beaver","training","6","c(6, 0, 0)","mammals","furniture","containers","bowl","closet","horse","horse","horse","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"se"
"1113","distribution",3,"statistical","Beaver","test","choice","c(6, 0, 0)","mammals","furniture","containers","N2_containers","N3_mammals","N2_furniture",NA,"N2_containers","item_l",NA,"gazzer","furniture",0,0,"9624d3d9d2b51a8763c638085eb75294",1,"containers"
"1114","distribution",4,"statistical","Bunny","training","1","c(4, 2, 0)","furniture","containers","clothes","shoes","bowl","chair","chair","chair","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"ir"
"1115","distribution",4,"statistical","Bunny","training","2","c(4, 2, 0)","furniture","containers","clothes","bottle","table","shirt","bottle","bottle","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"tle"
"1116","distribution",4,"statistical","Bunny","training","3","c(4, 2, 0)","furniture","containers","clothes","pants","lamp","plate","plate","plate","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"te"
"1117","distribution",4,"statistical","Bunny","training","4","c(4, 2, 0)","furniture","containers","clothes","socks","box","bed","bed","bed","item_r",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1118","distribution",4,"statistical","Bunny","training","5","c(4, 2, 0)","furniture","containers","clothes","dress","drawer","glass","drawer","drawer","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"wer"
"1119","distribution",4,"statistical","Bunny","training","6","c(4, 2, 0)","furniture","containers","clothes","sofa","cup","jacket","sofa","sofa","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"a"
"1120","distribution",4,"statistical","Bunny","test","choice","c(4, 2, 0)","furniture","containers","clothes","N2_clothes","N3_containers","N1_furniture",NA,"N3_containers","item_m",NA,"zoyar","containers",0,1,"9624d3d9d2b51a8763c638085eb75294",0,"containers"
"1121","distribution",5,"statistical","Sheep","training","1","c(4, 2, 0)","containers","clothes","vehicles","airplane","glass","shirt","glass","glass","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"ss"
"1122","distribution",5,"statistical","Sheep","training","2","c(4, 2, 0)","containers","clothes","vehicles","shoes","bottle","car","bottle","bottle","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"tle"
"1123","distribution",5,"statistical","Sheep","training","3","c(4, 2, 0)","containers","clothes","vehicles","truck","jacket","box","jacket","jacket","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"ket"
"1124","distribution",5,"statistical","Sheep","training","4","c(4, 2, 0)","containers","clothes","vehicles","cup","boat","pants","cup","cup","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,""
"1125","distribution",5,"statistical","Sheep","training","5","c(4, 2, 0)","containers","clothes","vehicles","socks","bowl","train","bowl","bowl","item_m",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"l"
"1126","distribution",5,"statistical","Sheep","training","6","c(4, 2, 0)","containers","clothes","vehicles","dress","bus","plate","dress","dress","item_l",1,NA,NA,0,0,"9624d3d9d2b51a8763c638085eb75294",0,"ss"
"1127","distribution",5,"statistical","Sheep","test","choice","c(4, 2, 0)","containers","clothes","vehicles","N1_containers","N2_vehicles","N3_clothes",NA,"N2_vehicles","item_m",NA,"tuta","vehicles",0,0,"9624d3d9d2b51a8763c638085eb75294",1,"vehicles"
